,Churn Value,Churn Score,Monthly Charges,Total Charges,Tenure Months,CLTV,Gender,Senior Citizen,Partner,Dependents,Phone Service,Multiple Lines,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Internet Service,Contract,Paperless Billing
1874,0,58,56.15,3487.95,62,4529,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0
1875,0,76,49.95,587.45,13,5764,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1
1876,0,39,18.95,326.8,16,4726,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1877,0,71,100.35,5681.1,58,6432,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0
1878,0,75,105.5,2686.05,25,5822,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1
1879,0,43,113.25,7895.15,69,5141,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0
1880,0,35,20.65,1022.95,52,5186,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1881,0,73,106.7,7382.25,71,4479,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0
1882,0,57,90.05,1862.9,21,5982,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1
1883,0,77,19.8,202.25,12,5279,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1884,0,53,59.9,3505.1,58,6407,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1
1885,0,79,59.6,2970.3,49,4986,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0
1886,0,65,55.3,1530.6,30,2725,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1
1887,0,21,90.25,6369.45,72,5974,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1
1888,0,38,96.35,6766.95,71,5309,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1
1889,0,69,95.5,181.65,2,4449,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1
1890,0,66,66.15,1874.45,27,3213,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0
1891,0,77,20.2,20.2,1,5526,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1892,0,40,45.25,45.25,1,3144,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1893,0,79,99.9,7251.7,72,5915,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0
1894,0,41,74.8,3548.3,46,3395,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
1895,0,22,49.55,475.7,10,2392,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1896,0,25,69.2,4872.35,70,4715,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1
1897,0,64,20.75,418.25,17,3646,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1898,0,70,79.85,4861.45,63,4595,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1
1899,0,41,76.2,981.45,13,2569,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1
1900,0,71,84.5,3906.7,49,6434,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1
1901,0,57,49.25,97,2,3805,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1902,0,49,79.75,4217.8,52,4142,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1
1903,0,62,64.15,4254.1,69,5128,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1
1904,0,52,90.25,3838.75,43,2223,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1
1905,0,25,69.5,1752.65,25,3154,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1
1906,0,59,74.85,4456.35,60,5153,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1
1907,0,79,99.65,6311.2,63,4572,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1
1908,0,74,108.45,7076.35,66,4582,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1
1909,0,62,24.95,894.3,34,5408,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1910,0,53,107.5,7853.7,72,4708,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1
1911,0,70,100.5,4707.1,47,4488,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1
1912,0,35,89.9,5450.7,60,6292,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1
1913,0,29,42.1,2962,72,6091,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0
1914,0,33,54.4,957.1,18,4948,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
1915,0,35,75.3,244.1,3,5387,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1
1916,0,61,78.9,3650.35,47,3817,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1
1917,0,78,79.2,2497.2,31,4984,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0
1918,0,20,20.15,930.9,50,5849,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1919,0,38,79.85,887.35,10,5983,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1
1920,0,30,49.05,49.05,1,3178,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1921,0,26,20.4,1090.65,52,5482,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1922,0,69,111.6,7099,64,4881,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1
1923,0,33,24.25,1424.6,62,4444,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1
1924,0,54,64.5,177.4,3,5613,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1
1925,0,21,110.5,6139.5,56,4463,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0
1926,0,56,55.65,2688.85,46,2867,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1927,0,43,54.65,482.25,8,5614,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0
1928,0,55,74.75,2111.3,30,3033,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1
1929,0,78,25.9,1216.6,45,5741,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
1930,0,28,50.55,565.35,11,3443,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0
1931,0,37,103.8,4327.5,42,4005,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1
1932,0,37,20.15,973.35,49,5422,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1933,0,69,99.3,918.75,9,3540,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1
1934,0,39,62.15,2215.45,35,5255,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
1935,0,25,20.65,1057,48,4124,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1936,0,80,19.95,927.1,46,5480,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1937,0,62,33.75,1009.25,29,3664,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1938,0,9,82.05,2570.2,30,5036,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0
1939,0,60,74.7,74.7,1,4182,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1940,0,24,84.0,5714.25,66,5825,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1
1941,0,38,111.05,7107,65,5261,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1
1942,0,54,100.9,7459.05,72,5781,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1
1943,0,26,66.85,4748.7,71,4117,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1
1944,0,66,21.0,1107.2,52,4158,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1945,0,77,20.2,20.2,1,2710,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1946,0,26,19.45,19.45,1,5612,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
1947,0,63,95.0,3605.6,38,4741,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0
1948,0,28,45.55,3027.25,66,6238,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0
1949,0,61,24.3,100.2,5,4015,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1950,0,21,104.15,7303.05,72,4594,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1
1951,0,60,30.15,927.65,32,3585,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1952,0,53,94.35,3921.3,43,5845,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0
1953,0,23,19.4,1363.25,72,5234,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1954,0,28,57.95,3042.25,52,6078,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
1955,0,65,91.65,3954.1,43,3826,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1
1956,0,35,54.6,3423.5,64,4850,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1
1957,0,22,89.85,248.4,3,4648,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0
1958,0,54,31.05,1126.35,36,4871,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1959,0,59,20.65,835.15,41,5918,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1960,0,28,85.2,2151.6,27,3796,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1
1961,0,43,99.8,5515.45,56,4606,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1
1962,0,47,20.7,112.75,6,5346,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1963,0,59,50.7,350.35,7,3097,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0
1964,0,76,20.85,62.9,4,3172,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
1965,0,32,88.95,3027.65,33,5087,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1
1966,0,59,23.55,1723.95,72,5901,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1
1967,0,68,19.75,19.75,1,2484,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1968,0,68,56.45,3985.35,71,5372,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1
1969,0,58,85.95,1215.65,13,5886,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1
1970,0,63,50.55,3260.1,67,6064,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1971,0,79,25.7,1188.2,43,2017,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
1972,0,29,75.0,1778.5,23,2221,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
1973,0,51,20.2,1277.75,64,4557,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1974,0,40,19.6,1170.55,57,4393,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1975,0,8,88.05,6425.65,72,6102,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1
1976,0,60,101.05,5971.25,61,6311,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1
1977,0,53,84.3,5289.05,64,5044,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1
1978,0,52,23.95,1756.2,71,4329,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1979,0,59,99.05,6416.7,65,5878,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1
1980,0,33,19.6,61.35,3,2543,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1981,0,30,64.5,1929.95,30,4320,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0
1982,0,35,69.5,1071.4,15,3128,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1
1983,0,58,68.55,564.35,8,3123,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1
1984,0,41,108.15,7930.55,70,5192,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1
1985,0,62,86.1,5215.25,62,5769,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0
1986,0,43,19.7,113.5,6,4293,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
1987,0,46,80.9,1152.8,14,2563,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1
1988,0,32,84.15,1821.95,22,3549,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1
1989,0,72,20.15,419.9,22,2173,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1990,0,77,64.25,1024,16,5511,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
1991,0,8,25.7,251.6,10,3611,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1992,0,22,56.0,764.55,13,5156,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1
1993,0,43,69.7,135.2,2,3056,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1994,0,55,73.9,3958.25,53,5644,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1
1995,0,29,20.6,233.9,11,4047,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1996,0,54,19.9,1363.45,69,5570,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1997,0,54,89.05,6254.45,72,6212,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1
1998,0,62,20.4,321.4,16,3990,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
1999,0,51,84.25,3539.25,43,4382,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1
2000,0,52,81.95,1181.75,14,2564,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0
2001,0,77,20.55,654.55,32,5358,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2002,0,72,24.7,780.2,34,3421,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
2003,0,66,105.35,1559.25,15,2721,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1
2004,0,42,20.55,1252,61,5110,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2005,0,48,45.3,45.3,1,3575,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2006,0,26,74.75,2453.3,33,5344,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
2007,0,24,51.8,1023.85,20,2764,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1
2008,0,55,30.4,82.15,3,3108,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2009,0,49,19.65,244.8,13,2024,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,0,72,56.6,2379.1,40,3359,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0
2011,0,23,71.9,3173.35,43,4106,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1
2012,0,72,19.75,1375.4,69,5325,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2013,0,74,109.7,8129.3,72,5945,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0
2014,0,28,19.3,1192.7,59,4149,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2015,0,36,96.55,1901.65,20,4382,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1
2016,0,26,24.1,587.4,24,4634,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1
2017,0,62,111.35,6519.75,59,6047,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1
2018,0,55,112.25,8041.65,72,4099,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1
2019,0,25,20.75,20.75,1,3358,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
2020,0,69,101.9,2681.15,27,3795,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1
2021,0,53,80.05,1112.3,14,4400,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1
2022,0,63,105.55,7405.5,71,5010,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0
2023,0,26,78.3,1033.95,13,5566,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1
2024,0,51,68.85,2958.95,44,2053,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2025,0,52,79.95,2684.85,33,3118,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
2026,0,32,55.45,4179.2,72,4556,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1
2027,0,58,102.45,6654.1,64,6398,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1
2028,0,73,25.25,25.25,1,5858,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2029,0,76,19.75,1124.2,61,5411,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2030,0,34,20.0,540.05,29,3800,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2031,0,38,86.8,1975.85,23,5788,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0
2032,0,38,58.75,3437.45,57,4115,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1
2033,0,22,45.25,3139.8,72,5041,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0
2034,0,77,56.6,3789.2,66,5500,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1
2035,0,33,84.2,5324.5,65,5256,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1
2036,0,22,80.0,624.6,8,2165,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
2037,0,51,24.75,1836.9,71,4642,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
2038,0,21,20.2,20.2,1,4160,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2039,0,57,19.35,219.35,12,4451,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2040,0,32,50.6,1288.75,24,4806,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1
2041,0,54,81.15,2545.75,31,5643,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1
2042,0,33,89.9,2723.15,30,3233,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1
2043,0,30,85.3,4107.25,47,5698,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1
2044,0,73,108.0,5760.65,54,6370,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1
2045,0,70,93.5,4747.5,50,6367,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1
2046,0,49,20.25,1566.9,72,5733,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2047,0,46,25.15,702,29,5491,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
2048,0,62,29.6,299.05,10,3180,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2049,0,73,73.15,1305.95,18,4283,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1
2050,0,53,19.75,284.35,16,4272,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2051,0,37,86.6,6350.5,72,4530,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0
2052,0,26,109.2,7878.3,72,4551,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0
2053,0,56,74.7,3187.65,41,5246,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1
2054,0,7,94.4,6126.15,65,5348,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0
2055,0,7,54.8,731.3,13,5557,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1
2056,0,40,75.35,273.4,4,4033,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0
2057,0,57,65.0,2531.8,41,5043,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0
2058,0,46,99.0,4298.45,42,2887,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1
2059,0,68,93.5,4619.55,51,5561,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1
2060,0,71,83.7,2633.3,32,3945,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0
2061,0,58,19.85,193.05,10,3768,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2062,0,56,59.55,4103.9,67,4478,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1
2063,0,38,115.1,7008.15,61,6090,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0
2064,0,33,114.35,5791.1,50,5068,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0
2065,0,50,45.0,1228.65,29,3094,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1
2066,0,36,89.85,4925.35,57,4429,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1
2067,0,67,49.85,1520.1,31,2539,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1
2068,0,61,113.3,5032.25,45,4885,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0
2069,0,40,88.1,5526.75,61,5152,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0
2070,0,68,24.9,1195.25,50,4297,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2071,0,59,105.0,2007.25,19,3524,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1
2072,0,59,24.25,1732.95,71,5409,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
2073,0,68,59.75,3450.15,57,4012,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1
2074,0,65,107.05,2172.05,20,5328,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0
2075,0,23,64.95,1339.8,21,4604,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1
2076,0,23,55.0,771.95,14,4900,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1
2077,0,54,50.55,244.75,5,2739,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2078,0,42,55.15,322.9,6,5377,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
2079,0,47,51.2,498.25,10,5765,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2080,0,38,25.4,25.4,1,4556,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
2081,0,24,54.45,3687.75,68,5310,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
2082,0,41,76.0,1783.6,22,2031,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
2083,0,59,44.35,927.15,20,3460,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2084,0,70,61.2,2021.2,35,2075,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0
2085,0,54,86.8,1940.8,23,3200,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0
2086,0,75,89.35,567.8,6,2578,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1
2087,0,71,19.7,220.35,12,5715,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2088,0,57,20.25,20.25,1,5384,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2089,0,26,76.05,5436.45,71,5841,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
2090,0,38,100.8,3437.5,35,3318,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1
2091,0,64,74.55,3015.75,40,3718,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1
2092,0,50,64.9,1509.8,23,3314,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1
2093,0,35,90.4,356.65,4,3314,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1
2094,0,24,60.3,4109,68,4864,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0
2095,0,55,81.85,3141.7,38,3571,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1
2096,0,76,24.8,1229.1,52,5320,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2097,0,44,75.55,2054.4,29,5625,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0
2098,0,78,101.15,3741.85,38,4036,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0
2099,0,69,78.75,3682.45,48,2257,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1
2100,0,66,19.25,19.25,1,4745,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2101,0,75,89.05,1886.25,22,5479,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1
2102,0,57,115.05,4895.1,43,4115,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0
2103,0,41,69.35,341.6,5,5437,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1
2104,0,56,110.05,5686.4,51,5604,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0
2105,0,28,19.9,1355.1,71,5308,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2106,0,78,91.5,3236.35,35,3617,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1
2107,0,43,60.0,4264,72,5471,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1
2108,0,31,44.8,44.8,1,2269,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2109,0,46,48.6,422.3,9,4562,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2110,0,22,60.05,4176.7,69,5388,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1
2111,0,63,102.7,5138.1,52,4044,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1
2112,0,21,82.9,880.05,11,4413,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1
2113,0,34,35.9,973.65,28,5444,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1
2114,0,26,82.65,1470.05,17,3754,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1
2115,0,46,19.85,739.35,35,4177,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
2116,0,40,19.2,161.95,8,5272,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2117,0,50,94.9,4422.95,46,5316,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1
2118,0,46,88.15,6148.45,68,5531,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1
2119,0,22,94.8,3565.65,36,2807,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1
2120,0,56,54.65,1830.1,32,4045,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
2121,0,57,85.75,6223.8,71,4487,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0
2122,0,26,67.45,4508.65,66,4172,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1
2123,0,28,20.5,1328.15,63,5997,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2124,0,25,20.25,865,41,3972,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2125,0,50,72.1,72.1,1,4432,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1
2126,0,57,19.45,1303.5,70,5540,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2127,0,65,44.95,996.85,23,3248,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
2128,0,68,97.0,6430.9,64,4053,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0
2129,0,66,62.8,2278.75,37,5229,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1
2130,0,67,44.6,681.4,17,2130,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2131,0,25,89.15,574.35,7,2415,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1
2132,0,38,54.1,889,16,2276,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1
2133,0,72,105.25,6823.4,64,5682,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1
2134,0,71,97.1,4016.75,42,2170,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0
2135,0,58,20.2,83.75,5,5169,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
2136,0,69,98.8,3959.15,41,5584,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1
2137,0,30,50.3,2878.55,58,5232,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
2138,0,53,20.55,945.7,47,5404,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2139,0,62,75.9,1373.05,18,4668,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
2140,0,42,59.95,1406,23,5379,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1
2141,0,51,19.15,19.15,1,2577,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2142,0,28,98.65,6962.85,71,5101,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1
2143,0,70,112.6,8126.65,72,6486,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1
2144,0,52,20.6,690.25,33,5212,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2145,0,64,35.75,830.8,24,5531,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2146,0,68,99.75,5608.4,56,5926,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1
2147,0,75,96.1,3646.8,37,2640,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1
